Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,cleaned_tweet
"Mereka orang-orang musyrik menjadikan jin sebagai sekutu-sekutu Allah, padahal Allah yang menciptakan jin-jin itu (QS 6;100)",0,0,0,0,0,0,0,0,0,0,0,0,mereka orangorang musyrik menjadikan jin sebagai sekutusekutu allah padahal allah yang menciptakan jinjin itu qs
RT USER: Benamkan Batang kontol mu ke dalam pepek ku syg ohhhh ahhhh anjingggg URL,0,1,0,0,0,0,0,0,0,0,0,0,rt pengguna benamkan batang  mu ke dalam pepek ku sayang oh ah anjingggg uniform resource locator
"USER USER USER Terang benderang Boediono berkeinginan menjadi Wapres saat itu, dzholimnya dia membohongi rakyat bahkan anak buahnya dengan menutupi seakan ekonomi Indonesia pasti runtuh jika tdk menyelamatka bank Century. Bung RR ba",1,0,1,0,0,0,0,0,1,1,0,0,pengguna pengguna pengguna terang benderang boediono berkeinginan menjadi wakil presiden saat itu zalimnya dia membohongi rakyat bahkan anak buahnya dengan menutupi seakan ekonomi indonesia pasti runtuh jika tidak menyelamatkan bank century bung rr ba
USER Iman cebong penjilat ...gk kaget.',1,1,1,0,0,0,0,0,1,1,0,0,pengguna iman  penjilat tidak kaget
USER Ngancem pembunuhan itu gak bakalan pernah lucu. Mana yg diancem Presiden pula... Bloon banget sih. Tuntut pidana seberat2nya pak... USER',1,1,1,0,0,0,0,0,1,0,0,1,pengguna mengancam pembunuhan itu tidak akan pernah lucu mana yang diancam presiden pula belum banget sih tuntut pidana seberat nya pak pengguna
USER bodo mamat gue ngambek bodo mamat gue ngambek URL,0,1,0,0,0,0,0,0,0,0,0,0,pengguna  mamat gue mengambek  mamat gue mengambek uniform resource locator
Emil Dardak Pemimpin Milenial Calon Wakil Gubernur Jawa Timur,0,0,0,0,0,0,0,0,0,0,0,0,emil dardak pemimpin milenial calon wakil gubernur jawa timur
Wow terciduk satu persatu tim sukses anies sandi ada yg jualan fitnah,1,0,1,0,0,0,0,0,1,1,0,0,wah terciduk satu persatu tim sukses anies sandi ada yang jualan fitnah
USER USER USER Masa aku dibilang buaya? : (',0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna masa aku dibilang
"USER Wah tontonannya \xf0\x9f\x91\x8c, jadi pengen ngobrol bareng. Coba tonton The Boy in The Stripped Pajama juga, tentang kamp Yahudi.'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna wah tontonannya      jadi ingin mengobrol bareng coba tonton the boy in the stripped piama juga tentang kamp yahudi
"Pndukung USER spt ARB, SDA adl org2 BEJAD tabiatnya kasar termasuk org ini &gt;&gt; USER &lt;&lt; DASAR Anjing!!'",1,1,0,1,0,0,0,0,1,0,1,0,pendukung pengguna surat pemberitahuan tahunan arb sda adalah orang  tabiatnya kasar termasuk orang ini begitubegitu pengguna ltlt dasar
USER Cara apaapun yg dilakukan PSI tak akan laku di Indonesia....\nRakyat tahu PSI itu agen komunis....!!!',1,0,0,1,0,1,0,0,0,0,1,0,pengguna cara apapun yang dilakukan psi tak akan laku di indonesia rakyat tahu psi itu agen
USER Aparat keparat .. Biadaaaaa,1,1,0,1,0,0,0,0,1,0,1,0,pengguna aparat   biadaaaaa
USER Nate bocah kontol goblok sontoloyo kepala getel sial asu brengset',1,1,1,0,0,0,0,1,0,1,0,0,pengguna ate bocah    kepala gatel sial
"22. Kedudukan syariat Islam sama rendahnya dengan sumber perundangan lain semisal budaya, tradisi dan hawa nafsu manusia. | #PerempuanMuliadenganIslam",0,0,0,0,0,0,0,0,0,0,0,0,kedudukan syariat islam sama rendahnya dengan sumber perundangan lain semisal budaya tradisi dan hawa nafsu manusia  perempuan mulia dengan islam
"Sebenarnya gerakan lepas hijab sdh lama di Saudi. Thn 2014, fatwa ulama terkemuka di Saudi ini menyatakan, wanita ga perlu pake jilbab, boleh pake make up, boleh posting foto ke sosmed..; ; Di Saudi trendnya lepas jilbab, di Indonesia malah semakin membung",0,0,0,0,0,0,0,0,0,0,0,0,sebenarnya gerakan lepas hijab sudah lama di saudi tahun   fatwa ulama terkemuka di saudi ini menyatakan wanita tidak perlu pakai jilbab boleh pakai make up boleh posting foto ke media sosial  di saudi trennya lepas jilbab di indonesia malah semakin membung
USER USER USER USER Sya jg ga terlalu suka dgn rezim yg skrg tp sikap2 ancam angkat senjata yg terindikasi merongrong merah putih jg tdk boleh makanya tahun depan pastikan Indonesia memiliki pemimpin yg jiwa nasionalisme,0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna pengguna saya juga tidak terlalu suka dengan  yang sekarang tetapi sikap ancam angkat senjata yang terindikasi merongrong merah putih juga tidak boleh makanya tahun depan pastikan indonesia memiliki pemimpin yang jiwa nasionalisme
JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA.,1,0,1,0,1,0,0,0,0,1,0,0,jakarta banjir pemimpinnya tidak punya akhlak yang baik penista agama
Kedekatan lawyer satu merk yg dipakai pada lampu JPU di DKI dgn Ahok gubernur saat itu dduga menjadi alasan terpilihnya satu merk tersebut,1,0,1,0,0,0,0,0,1,1,0,0,kedekatan lawyer satu merek yang dipakai pada lampu jaksa penuntut umum di daerah khusus ibu kota dengan ahok gubernur saat itu diduga menjadi alasan terpilihnya satu merek tersebut
"Istilah Kecebong kampret diharapkan hilang dari jagat dunia maya, istilah kofar kafir-sesat menyesatkan bgmn A? #edisingadukaAa USER'",1,1,0,1,0,0,0,0,1,0,1,0,istilah kecebong  diharapkan hilang dari jagat dunia maya istilah  sesat menyesatkan bagaimana a edisingadukaaa pengguna
USER Hahahaha makin ketauan ni cebong mau sembunyi di balik kebegoannya... \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d',1,1,1,0,0,0,0,0,1,1,0,0,pengguna haha makin ketahuan nih  mau sembunyi di balik kebegoannya
Hay..Guys..Kita Lihat Yo..! Siapa Sebenarnya yg diSebut Pasukan Nasi Bungkus itu..? Yo kita Buktikan..Kalian bs buuktikan..! jg lupa Gass Pool lg yo..#2019GantiPresiden nya..sip.!,1,0,0,1,0,0,0,0,1,0,1,0,haiguyskita lihat iya siapa sebenarnya yang disebut  bungkus itu iya kita buktikankalian bisa buktikan juga lupa gas pool lagi iya ganti presiden nyasip
USER Bubarkan DPr,1,0,0,1,0,0,0,0,1,0,0,1,pengguna bubarkan dewan perwakilan rakyat
Gpp biar sekalian aja hancurkan rezimnya USER URL,1,0,1,0,0,0,0,0,1,0,0,1,tidak apa apa biar sekalian saja hancurkan rezimnya pengguna uniform resource locator
"Ekspor Indonesia naik tajam pada bulan Maret 2018. Naik 10.24% dibandingkan dengan bulan Februari 2018. Terjadi surplus perdagangan sebesar 1, 09 miliar Dollar. Mudah2an ini menjadi pertanda bangkitnya kembali ekonomi Indonesia",0,0,0,0,0,0,0,0,0,0,0,0,ekspor indonesia naik tajam pada bulan maret   naik    dibandingkan dengan bulan februari   terjadi surplus perdagangan sebesar    miliar dolar mudah an ini menjadi pertanda bangkitnya kembali ekonomi indonesia
"RT USER: USER Tadi ada di IG. Yaudah lah ya jd aku narik tmn2 aja terus bahas Bakso disana, abs itu kan aku perhatian aku blg mas\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,rt pengguna pengguna tadi ada di instagram ya sudah lah ya jadi aku menarik teman saja terus bahas bakso di sana habis itu kan aku perhatian aku bilang mas
Ganyang PKI Anjing. URL,1,1,0,1,0,1,0,0,0,0,0,1,ganyang partai  indonesia  uniform resource locator
USER Waktu rapat di DPR USER ketiduran \xf0\x9f\x98\x85\xf0\x9f\x98\x85',0,0,0,0,0,0,0,0,0,0,0,0,pengguna waktu rapat di dewan perwakilan rakyat pengguna ketiduran
Budak2 twitter zaman kini memang wajib belajar pendidikan quran sunnah: gejala mempersendakan agama,0,0,0,0,0,0,0,0,0,0,0,0,budak twitter zaman kini memang wajib belajar pendidikan alquran sunnah gejala mempersendakan agama
saja throwback lagu zaman sekolah \xf0\x9f\x98\x82 cinta monyet konon\nURL,0,0,0,0,0,0,0,0,0,0,0,0,saja throwback lagu zaman sekolah      cinta  konon uniform resource locator
Wusu gua bom ya lu. Mentab gua rame ama dia doang ekwkwkw',0,0,0,0,0,0,0,0,0,0,0,0,wusu gue bom ya kamu mantap gue ramai sama dia doang wkwk
"Kang USER ,fakta hari ini,partai pendukung si penista agama sangat dibenci rakyat,termasuk rakyat Jabar. URL",1,0,0,1,1,0,0,0,0,0,1,0,kang pengguna fakta hari inipartai pendukung sih penista agama sangat dibenci rakyattermasuk rakyat jabar uniform resource locator
"USER Sebenernya yang cacat itu anaknya, jadi anaknya kaya ngasih tau kondisi dia biar tau reaksi orang tuanya dulu gimana\xf0\x9f\x98\x85'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna sebenarnya yang  itu anaknya jadi anaknya kayak memberi tau kondisi dia biar tau reaksi orang tuanya dulu bagaimana
WKWKWKWKWKWKWKWKKWKWKWKWKWKWKWKKW kirain anjing main golf URL,0,0,0,0,0,0,0,0,0,0,0,0,wkwk kiraan  main golf uniform resource locator
"Insyaallah tgk, sudah kita lihat pengalaman saat ini, kepentingan umat disepelekan. #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0,insyaallah tegak sudah kita lihat pengalaman saat ini kepentingan umat disepelekan  ganti presiden
Sumpah bego bgt sih kesel gue. Kenapa ada org yg vote makhluk kayak Sandiaga Uno coba. Oh agama,1,1,1,0,0,0,0,0,1,1,0,0,sumpah  banget sih kesal gue kenapa ada orang yang memilih makhluk kayak sandiaga uno coba oh agama
RT USER: Nonton drama korea sambil #ngentot ~ #ewean #memek #memekbasah #jilmek #toket #toketmulus #kontol #bispak #binal #bokep #po\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,rt pengguna menonton drama korea sambil      basah jilat  toket toket mulus   binal  po
Sejarah PKI. Antek komunis lg sok tersiksa URL,1,0,0,1,0,1,0,0,0,0,1,0,sejarah partai  indonesia   lagi sok tersiksa uniform resource locator
"Allaahu yubaarik fiykum, yaa Syaykhunaa Alfaadli> Apa artinya Pak Lukman, Anda masih Menteri Republik Indonesia kan?",0,0,0,0,0,0,0,0,0,0,0,0,allaahu yubarik fiikum ya syaikhuna alfadli apa artinya pak lukman anda masih menteri republik indonesia kan
"PT Freeport Indonesia yang sudah 48 tahun beroperasi di Papua, selama ini sahamnya dikuasai oleh asing membuat pembangunan Papua tertinggal jauh. Padahal Freeport sudah banyak meraup keuntungan dari hasil mengeksplorasi kekayaan alam Papua. #Freeport51'",0,0,0,0,0,0,0,0,0,0,0,0,pt freeport indonesia yang sudah  tahun beroperasi di papua selama ini sahamnya dikuasai oleh  membuat pembangunan papua tertinggal jauh padahal freeport sudah banyak meraup keuntungan dari hasil mengeksplorasi kekayaan alam papua freeport
USER sebelum brngkat krja ngentot dulu sama pacar URL,0,1,0,0,0,0,0,0,0,0,0,0,pengguna sebelum berangkat kerja  dulu sama pacar uniform resource locator
#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA.,1,1,1,0,1,0,0,0,0,1,0,0,jakarta banjir pemimpinnya tidak punya akhlak yang baik penista agama
"Kebanyakan cowok galau karna , saat malam terbangun karena mimpi basah, tapi mimpi basahnya karena di enaenain sama banci'",0,1,0,0,0,0,0,0,0,0,0,0,kebanyakan cowok galau karena  saat malam terbangun karena mimpi basah tapi mimpi basahnya karena di ena ena sama
USER Gabisa jadi keluarga belo. Krna ku sipit \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,pengguna tidak bisa jadi keluarga belo karena ku
"HEH GEMBEL GUE MULAI NYANYI DULUAN YA, LU NGERAPPNYA TAR AJA KALO UDAH LOLOS AUDISI YG ENTERTAINMENT USER'",0,1,0,0,0,0,0,0,0,0,0,0,he  gue mulai nyanyi lebih dahulu ya kamu ngerapnya tar saja kalau sudah lolos audisi yang entertainment pengguna
Kenapa cowok cowok ADOLEXCENT yang fc nya ganteng maho.',0,1,0,0,0,0,0,0,0,0,0,0,kenapa cowok cowok remaja yang fc nya ganteng manusia
"2. Pembebasan lahan memakan waktu sekitar 2 tahun, meskipun masih belum seluruhnya, dengan biaya terbatas dan keinginan kuat Jabar, akhirnya mampu selesaikan bandara dengan mayoritas dana dari APBD. Ini prestasi rakyat Jabar.",0,0,0,0,0,0,0,0,0,0,0,0,pembebasan lahan memakan waktu sekitar  tahun meskipun masih belum seluruhnya dengan biaya terbatas dan keinginan kuat jabar akhirnya mampu selesaikan bandara dengan mayoritas dana dari anggaran pendapatan dan belanja daerah ini prestasi rakyat jabar
RT USER: Hanya pemerintah dan negara komunis tdk mengakui Pancasila tidak bertuhan yang tidak peduli amanat penderitaan rakyat.,1,0,0,1,0,1,0,0,0,0,1,0,rt pengguna hanya pemerintah dan negara  tidak mengakui pancasila tidak bertuhan yang tidak peduli amanat penderitaan rakyat
Setya Novanto Menang Hukum Sudah Mati Suri URL,1,0,1,0,0,0,0,0,1,1,0,0,setya novanto menang hukum sudah mati suri uniform resource locator
"RT USER: USER lost respect untuk kesekian kalinya buat agency yg lo banggain, buat artis yang lo banggain. \nkelakuan tai kucin\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1,0,1,0,rt pengguna pengguna lost respect untuk kesekian kalinya buat agency yang kamu banggakan buat artis yang kamu banggakan  kelakuan  kucing
USER Bwahahhahaha..gw demen klo dah liat cebong ngamuk2..\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82khas cebong banget kalah debat ngamuk ngamuk..cung kacung..\xf0\x9f\x98\x9d\n#2019GantiPresidenKacung',1,1,0,1,0,0,0,0,1,0,1,0,pengguna hahague suka kalau sudah lihat  mengamuk             khas  banget kalah debat mengamuk mengamukcung kacung      gantipresidenkacung
USER Gak zaman buang sampah sembarangan',0,0,0,0,0,0,0,0,0,0,0,0,pengguna tidak zaman buang  sembarangan
jepitin kontol gua pake memek lu sini',0,1,0,0,0,0,0,0,0,0,0,0,jepitkan  gue pakai  kamu sini
Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT,1,0,1,0,0,0,0,0,1,1,0,0,mukanya empok silvy asem banget tertawa kena deh habis jahat sih debat final pemilihan kepala daerah jakarta
RT USER: Anies Sandi akan dikenang dlm sejarah menang secara tak terhormat. nanti Anies Sandi dilantik kan beres urusannya. Pak Djarot lagi sibuk.,1,0,0,1,0,0,0,0,1,0,1,0,rt pengguna anies sandi akan dikenang dalam sejarah menang secara tak terhormat nanti anies sandi dilantik kan beres urusannya pak djarot lagi sibuk
"Wagub Banten Ajak Masyarakat Meriahkan Seba Baduy Dibarengi Festival Exiting; ; 18 April 2018 IN Rosyadi; ; Wakil Gubernur Banten, Andika Hazrumy mengajak masyarakat untuk menghadiri dan memeriahkan Seba Baduy yang...",0,0,0,0,0,0,0,0,0,0,0,0,wakil gubernur banten ajak masyarakat meriahkan seba badui dibarengi festival exsisting   april  in rosyadi  wakil gubernur banten andika hazrumy mengajak masyarakat untuk menghadiri dan memeriahkan seba badui yang
#HTIBubar7Mei KACUNG KACUNG REZIM LAGI PENGALIHAN ISSU..ISSU APA LG YH ??? UDAH JELAS BUBAR DI BAHAS LG...DASAR KAUM DUNGU',1,1,0,1,0,0,0,0,1,0,1,0,htibubar mei kacung kacung  lagi pengalihan isuisu apa lagi ya  sudah jelas bubar di bahas lagidasar kaum
Wah ... transgender bisa jadi caleg di Pakistan ... URL,0,0,0,0,0,0,0,0,0,0,0,0,wah   bisa jadi calon legislatif di pakistan  uniform resource locator
Mas apa gak takut di pecat setya novanto krn setnov ngebelain si penista agama.,1,0,1,0,0,0,0,0,1,1,0,0,mas apa tidak takut di pecat setya novanto karena setya novanto membela sih penista agama
USER USER Km jgn suka cari cacat nya org\nManusia ga ada yg sempurna\nSalam olahraga!',0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna km jangan suka cari  nya orang manusia tidak ada yang sempurna salam olahraga
Terhitung dalam 2 tahun terakhir sudah 4 kali Presiden USER hadir di tengah-tengah keluarga besar PPP. ; Ini menunjukkan kecintaan dan hubungan emosional yg sangat kuat antara PPP dengan Presiden USER ; #PPPForJokowi; #MunasUlamaPPP ; #Romahurmuziy ;,0,0,0,0,0,0,0,0,0,0,0,0,terhitung dalam  tahun terakhir sudah  kali presiden pengguna hadir di tengahtengah keluarga besar ppp  ini menunjukkan kecintaan dan hubungan emosional yang sangat kuat antara ppp dengan presiden pengguna  pppforjokowi munasulamappp  romahurmuziy
Sore Gaes�???; Dengan sentuhan Jokowi; Indonesia membangun Riau�???; Proyek Jln Tol Pekanbaru-Dumai ; salah 1 ruas Trans Sumatera; Jalan Tol sepanjang 131 km tsb bakal rampung di thn 2019.; Yuk kita lihat apa saja manfaat dan pandangan dari segi Ekonomi dari pem,0,0,0,0,0,0,0,0,0,0,0,0,sore guys dengan sentuhan jokowi indonesia membangun riau proyek jalan tol pekanbarudumai  salah  ruas trans sumatra jalan tol sepanjang  km tersebut bakal rampung di tahun   yuk kita lihat apa saja manfaat dan pandangan dari segi ekonomi dari protein energy malnutrition
USER USER USER Lg pake jurus kalajengking ngamuk \nSayangnya yg pake jurus dongo \xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna lagi pakai jurus kalajengking mengamuk  sayangnya yang pakai jurus
USER Wakakakak iyaa itu gara2 si andri fala bangke si provokator \xf0\x9f\x98\x85',1,1,1,0,0,0,0,0,1,1,0,0,pengguna wkwk iya itu gara sih andri fals  sih provokator
USER USER USER USER USER yg mingkem itu siapa ya kodok atau bani kampret...?? Bkn kah PDI sdh tdk ada... Yg ada itu PDI-P Perjuangan... \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',1,1,0,1,0,0,0,0,1,0,1,0,pengguna pengguna pengguna pengguna pengguna yang diam itu siapa ya kodok atau   bukan kah partai demokrasi indonesia sudah tidak ada yang ada itu partai demokrasi indonesiap perjuangan
USER Sebagai Bani indomiah saya ngikut saja! 1!1!1',0,0,0,0,0,0,0,0,0,0,0,0,pengguna sebagai  indomie saya mengikut saja
"USER Gue juga suka, tapi dia ngga terlalu suka, dia ngefansnya sama binatang kelas atas macem hiu, ular, buaya, makanya baa baa black sheep diskip.'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna gue juga suka tapi dia tidak terlalu suka dia mengagumi sama binatang kelas atas macam hiu ular  makanya ba ba black sheep dilewati
KPK RI Awasi Petahana Izin Cuti Ikut Pilkada tapi Masih Kendalikan Proyek di Pemerintahan,0,0,0,0,0,0,0,0,0,0,0,0,komisi pemberantasan korupsi ri awasi pertahanan izin cuti ikut pilihan kepala daerah tapi masih kendalikan proyek di pemerintahan
RT USER USER USER Udah benar langkah pemerintah utk bubarkan. Slain jd akun nyinyir kader jebolan HTI bbrpx,1,0,1,0,1,0,0,0,0,1,0,0,rt pengguna pengguna pengguna sudah benar langkah pemerintah untuk bubarkan selain jadi akun nyinyir kader jebolan hati beberapa kali
USER Gerombolan bani kampret',1,1,0,1,0,0,0,0,1,0,1,0,pengguna gerombolan
sosmed &gt;&gt; mengenalkan yg asing dan mengasingkan yg kenal',0,0,0,0,0,0,0,0,0,0,0,0,media sosial begitubegitu mengenalkan yang  dan mengasingkan yang kenal
"Adik2 YUNIOR kita terus bertanya , pertanyaan mereka agak sensitif ' betulkah indonesia akan menjadi negara komunis' bang ? Karena kita sudah tdk perduli lagi dengan negara dan bangsa kita lanjut mereka , ada benar nya juga buktinya TKA pada masuk , poli",0,0,0,0,0,0,0,0,0,0,0,0,adik yunior kita terus bertanya  pertanyaan mereka agak sensitif  betulkah indonesia akan menjadi negara  bang  karena kita sudah tidak peduli lagi dengan negara dan bangsa kita lanjut mereka  ada benar nya juga buktinya tenaga kerja  pada masuk  poli
"USER Perilaku cina dari dulu memang sprt itu....jadi pengkhianat bangsa. Makanya di Jogja, warga Cina jadi kelas terpinggirkan dan tdk diperbolehkan punya SHM. Dasar cina keparat.'",1,1,0,1,0,1,0,0,0,0,1,0,pengguna perilaku cina dari dulu memang seperti itujadi pengkhianat bangsa makanya di yoyakarta warga cina jadi kelas terpinggirkan dan tidak diperbolehkan punya sertifikat hak milik dasar cina
"apa ce berkacamata itu identik dengan kata ""culun""?'",0,0,0,0,0,0,0,0,0,0,0,0,apa ce berkacamata itu identik dengan kata
6. Presiden USER juga menginginkan laporan dari jajaran terkait mengenai detail lain seperti persiapan infrastruktur transp�?� #RakyatB3rsamaJKW,0,0,0,0,0,0,0,0,0,0,0,0,presiden pengguna juga menginginkan laporan dari jajaran terkait mengenai detail lain seperti persiapan infrastruktur transp rakyatb rsamajkw
Yaampun cantik2 bener,0,0,0,0,0,0,0,0,0,0,0,0,ya ampun cantik benar
Tunggu apa lagi?? Batalkan pelantikan Anies Sandi,1,0,1,0,0,0,0,0,1,1,0,0,tunggu apa lagi batalkan pelantikan anies sandi
Komunis itu akal-akalannya kivlan zen aja sbg bentuk kekecewaan krn USER tidak jadi presiden URL,1,0,1,0,0,0,0,0,1,1,0,0,itu akalakalannya kivlan zen saja sebagai bentuk kekecewaan karena pengguna tidak jadi presiden uniform resource locator
Pensiunkan kapolri USER USER URL,1,0,1,0,0,0,0,0,1,0,0,1,pensiunkan kepala kepolisian republik indonesia pengguna pengguna uniform resource locator
USER Sama seperti indonesia harus ada perubahan caranya #2019GantiPresiden,0,0,0,0,0,0,0,0,0,0,0,0,pengguna sama seperti indonesia harus ada perubahan caranya  ganti presiden
